"","id","prediction"
"1","baseball",0.591255107832944
"2","cake",0.5333
"3","flower",0.544674683278491
"4","hedgehog",0.400364818558476
"5","horse",0.5667
"6","house",0.6667
"7","mouse",0.545151433338947
"8","panda",0.292677383284679
"9","railroad",0.42365427430399
"10","rainbow",0.501610812179469
"11","shark",0.3667
"12","spoon",0.624827903621491
"13","sundial",0.292781636374862
"14","tadpole",0.380911663088131
"15","wheel",0.237513853229251
"16","zebra",0.303575003738479
