"","cost_is","cost_lookslike","cost_not","alpha"
"1",4.58698144472827,2.56407968716969,3.36227521347786,1.59928383122612
"2",4.58302744745773,2.55269450668371,3.48358315477477,1.59928383122612
"3",4.61561455397887,2.70824234473054,3.74439317096168,1.59928383122612
"4",4.68546797536111,2.65631949942553,3.81026994958369,1.59928383122612
"5",4.87268867231813,2.70501955603252,3.80478739705374,1.59928383122612
"6",4.98233691608264,2.85472006967721,3.71159008101204,1.59928383122612
"7",4.90254191803192,2.83591967382002,3.7303909807061,1.59928383122612
"8",4.76564918003006,3.01184909716276,3.7303909807061,1.59928383122612
"9",4.73760888800284,3.01184909716276,3.56131807813065,1.59928383122612
"10",4.75979258395303,3.03731001092062,3.44668705018128,1.59928383122612
"11",4.64296010334035,3.05259621731579,3.569740441707,1.59928383122612
"12",4.43269173002942,3.15590471963245,3.60944392823406,1.59928383122612
"13",4.25377298882187,3.15000295481964,3.68775427183584,1.59928383122612
"14",4.30968300086747,3.15000295481964,3.55133215652123,1.59928383122612
"15",4.31606292826653,2.98691968574984,3.50444085959686,1.59928383122612
"16",4.30998795837671,2.72787725735178,3.41452288202752,1.59928383122612
"17",4.3750992673022,2.88143699985353,3.42269649345062,1.59928383122612
"18",4.25885265546749,2.97533258425417,3.22591742903138,1.59928383122612
"19",4.35458246877316,3.04556313947353,3.36076353751152,1.59928383122612
"20",4.51025876803455,2.82430343893311,3.22362578450586,1.59928383122612
"21",4.57732230835738,2.89851443395427,3.21406023420485,1.59928383122612
"22",4.65608771675228,2.96416361205071,3.31233881642775,1.59928383122612
"23",4.74111971367878,2.71253542975803,3.39750789034708,1.59928383122612
"24",4.71055012907183,2.56705819377504,3.35805222057432,1.59928383122612
"25",4.66249345108517,2.65847380089028,3.26118413501695,1.59928383122612
"26",4.88636223006087,2.61665592354999,3.26118413501695,1.59928383122612
"27",4.99880493169948,2.53495898462483,3.50063070224208,1.59928383122612
"28",4.9735038302265,2.33072763830716,3.64551860219213,1.59928383122612
"29",4.91116948251616,2.36472602478613,3.74641433936816,1.59928383122612
"30",4.80837033555374,2.28170205292689,3.90391487058036,1.59928383122612
"31",4.88353918826497,2.03111069003306,4.10909950918052,1.59928383122612
"32",4.71237073364842,2.01910059051005,4.06551230445219,1.59928383122612
"33",4.66473518394063,2.02191101976367,4.12447567757825,1.59928383122612
"34",4.78656326784743,1.9175805733484,4.03956159306717,1.59928383122612
"35",4.86413059964728,2.00113985962539,4.02209749867971,1.59928383122612
"36",4.88156286421504,1.96537356598967,3.92580653995836,1.59928383122612
"37",4.91996841329639,2.08956355409369,3.89718493316598,1.59928383122612
"38",4.93823032306371,2.00714586599746,3.87270685737204,1.59928383122612
"39",4.93963827708767,2.00553493224307,3.91356920950782,1.59928383122612
"40",4.86330582223803,1.97455405735679,3.93345365706487,1.59928383122612
"41",4.9332983167619,2.10707106846371,4.02535842152071,1.59928383122612
"42",4.86107802882353,2.07037609681262,3.88374847472378,1.59928383122612
"43",4.80758267420814,1.82077684218029,3.74992121210708,1.59928383122612
"44",4.68276762220981,1.68278508002778,3.89794306779687,1.59928383122612
"45",4.73657827444026,1.8443954225293,4.02184864843897,1.59928383122612
"46",4.66067491744433,1.97563187134157,4.10979558142204,1.59928383122612
"47",4.63697628715624,1.82589552012588,4.09540560164678,1.59928383122612
"48",4.63782398458067,1.83027254714561,4.01986017923362,1.59928383122612
"49",4.77549865521519,2.02412919340919,3.94217730829042,1.59928383122612
"50",4.5854752250143,1.92829104882402,3.87744175105423,1.59928383122612
"51",4.4869257052573,1.69638001979562,3.81481373754222,1.59928383122612
"52",4.40222875672151,1.60111075630565,3.92152205869673,1.59928383122612
"53",4.43959565008836,1.77199894595104,4.03930853040728,1.59928383122612
"54",4.92327589047825,1.73344655000738,3.96118893767721,1.59928383122612
"55",4.97932749538857,1.89558237516805,3.96382346225416,1.59928383122612
"56",4.95437693502299,1.96236165698115,3.93622189469125,1.59928383122612
"57",4.98456635161189,1.88330310972856,3.84033703797733,1.59928383122612
"58",4.95898475882883,2.11196871495936,3.73097511843024,1.59928383122612
"59",4.95847428205018,1.97642512999326,3.73385668703384,1.59928383122612
"60",4.90351227426496,1.93497926317097,3.79550462878039,1.59928383122612
"61",4.84012927306136,2.11834042390579,3.59214257810855,1.59928383122612
"62",4.86562491140085,2.09526422374354,3.53440074917464,1.59928383122612
"63",4.68159881621154,2.1476291564039,3.4790259900199,1.59928383122612
"64",4.7903415589401,2.16629796956732,3.4931522448977,1.59928383122612
"65",4.81153480162223,2.09293019140113,3.56381093797846,1.59928383122612
"66",4.92631704687614,1.94526209439252,3.58454971472408,1.59928383122612
"67",4.98992228510509,2.06696099929533,3.61133541496183,1.59928383122612
"68",4.97040550744731,2.0996243207035,3.65758580256555,1.59928383122612
"69",4.81245093497612,2.18035259391154,3.67976275907741,1.59928383122612
"70",4.8251575357868,2.3212116735816,3.5800543626864,1.59928383122612
"71",4.71292953211015,2.3996201769176,3.68914563664578,1.59928383122612
"72",4.68422901651364,2.18889143950132,3.87436814524813,1.59928383122612
"73",4.93021921922582,2.20588199225839,3.86168892778884,1.59928383122612
"74",4.9482937759362,2.241951534533,3.85853986462045,1.59928383122612
"75",4.84061302759016,2.42581743930408,3.79831462186247,1.59928383122612
"76",4.87850255033837,2.47220890720915,3.43775316924858,1.59928383122612
"77",4.91010390065001,2.30762840520706,3.3612572595248,1.59928383122612
"78",4.82592173118566,2.16183943549178,3.45897921858353,1.59928383122612
"79",4.76982623769883,2.39301712277143,3.45960807070128,1.59928383122612
"80",4.8353982956319,2.44179075594985,3.50347953344838,1.59928383122612
"81",4.98861000342466,2.4927109205157,3.34616846511689,1.59928383122612
"82",4.90006476635559,2.58721686801135,3.42719883664791,1.59928383122612
"83",4.88244332106696,2.50033243411712,3.40977327351035,1.59928383122612
"84",4.94050204867677,2.32110788753168,3.27158323645477,1.59928383122612
"85",4.77744293439885,2.4208859596399,3.2290394438595,1.59928383122612
"86",4.72832464773995,2.58735938638198,3.19566544524303,1.59928383122612
"87",4.54441401510099,2.65362475949026,3.1693354497152,1.59928383122612
"88",4.84387391077177,2.81856313911325,3.21511989781888,1.59928383122612
"89",4.91267520206542,2.59787603147143,3.29687569513683,1.59928383122612
"90",4.91267520206542,2.83799467308503,3.42275134597118,1.59928383122612
"91",4.63427421823172,2.9779614107351,3.29107231152268,1.59928383122612
"92",4.56443179256024,3.10132503024947,3.30219085571739,1.59928383122612
"93",4.5815247634224,3.21029453689778,3.54058695591193,1.59928383122612
"94",4.48676470576838,3.3972040307749,3.67453902334917,1.59928383122612
"95",4.39212636337867,3.43353900325543,3.8431756022824,1.59928383122612
"96",4.36321255440104,3.5005350128789,4.05397544832591,1.59928383122612
"97",4.20140835480975,3.68274649093801,3.94678919912515,1.59928383122612
"98",4.14752172693821,3.68550487757491,3.77156331956235,1.59928383122612
"99",4.27946462965859,3.72017285299466,3.55560424643311,1.59928383122612
"100",3.97184836161055,3.7385761652996,3.68453960242873,1.59928383122612
"101",3.98471059211449,3.8363266801357,3.62077323330759,1.59928383122612
"102",4.03340461658011,3.72638321266143,3.61249307077127,1.59928383122612
"103",4.22662608880757,3.72630658134927,3.30177907330698,1.59928383122612
"104",4.28655214576153,3.52292544482685,3.25953363769552,1.59928383122612
"105",4.30793797441184,3.36296449686423,3.17298370205064,1.59928383122612
"106",4.31886669455235,3.3339524532388,3.14127063980758,1.59928383122612
"107",4.28901676742841,3.18296388593801,3.26988993932206,1.59928383122612
"108",4.25206413613235,3.11619126981017,3.3438172355057,1.59928383122612
"109",4.11105731988103,3.11145855721069,3.392318015763,1.59928383122612
"110",4.21289737091975,3.11718562770289,3.32152417867253,1.59928383122612
"111",4.29655554039194,3.33786247399486,3.3224016905451,1.59928383122612
"112",4.31810279491872,3.32980534023888,3.2459735482586,1.59928383122612
"113",4.4396255116317,3.43593457481866,3.08454310765822,1.59928383122612
"114",4.59761565149671,3.64497501005375,3.06245914252452,1.59928383122612
"115",4.40241285898348,3.67279423408806,3.16908844085085,1.59928383122612
"116",4.19212628655844,3.6781469144523,3.32782979459854,1.59928383122612
"117",4.14613727222742,3.70178433087208,3.4383187181551,1.59928383122612
"118",4.16584321031937,3.57384026612156,3.36482559321825,1.59928383122612
"119",4.13160982716677,3.54779248352509,3.32476002688608,1.59928383122612
"120",4.23245004967136,3.65977912706181,3.35105364881896,1.59928383122612
"121",4.17964608968238,3.56207454809176,3.40096252776227,1.59928383122612
"122",4.12176493420311,3.40926767989482,3.30905842758917,1.59928383122612
"123",4.141630642669,3.40623166729272,3.54517880026786,1.59928383122612
"124",4.10818423708104,3.40365525327219,3.55552109012004,1.59928383122612
"125",4.09883024178883,3.25205991225395,3.58685510237466,1.59928383122612
"126",3.98790960736073,3.30285718653485,3.60288411979862,1.59928383122612
"127",4.10475353439262,3.3680142945845,3.60928490998474,1.59928383122612
"128",3.82228486956427,3.43203879379721,3.66479839259997,1.59928383122612
"129",3.93916012987245,3.52116682790342,3.73745815252292,1.59928383122612
"130",3.81668561972864,3.50566017940219,3.73091207775366,1.59928383122612
"131",3.84175090745865,3.44028500514811,3.91834886984947,1.59928383122612
"132",3.91510181425079,3.42012990015223,3.94330720822069,1.59928383122612
"133",3.78457380249318,3.54788606258304,4.07975532264995,1.59928383122612
"134",3.62303953208883,3.51795398113604,4.20724497469676,1.59928383122612
"135",3.67450903343595,3.75877693221538,4.12381020635991,1.59928383122612
"136",3.61902567097015,3.63099761372909,4.05901091635532,1.59928383122612
"137",3.67314201626312,3.57071161592678,3.80324524048877,1.59928383122612
"138",3.76328573182603,3.74397266662511,3.92421720593844,1.59928383122612
"139",3.73293084728854,3.79664155816673,3.82880557165697,1.59928383122612
"140",3.59739408715032,3.79842889015025,3.62673126239672,1.59928383122612
"141",3.57853926110481,3.8125557479747,3.57348345356216,1.59928383122612
"142",3.72488077545978,3.9182835777179,3.55005746505968,1.59928383122612
"143",3.79748129863873,3.75563602736433,3.62019011939904,1.59928383122612
"144",3.80426892667316,3.74970715143856,3.41840206617191,1.59928383122612
"145",3.8521297009161,3.90170924545092,3.47737138294227,1.59928383122612
"146",3.89601581741569,4.00832024493396,3.40127400920456,1.59928383122612
"147",3.80922897703067,3.99753794800593,3.53369676319784,1.59928383122612
"148",3.77410053497984,3.94514047386283,3.8769828662464,1.59928383122612
"149",3.89008073532878,4.09651379782331,3.82801590709831,1.59928383122612
"150",4.08415936534429,4.13955501104546,3.88437016092158,1.59928383122612
"151",4.12442260061223,4.24962464977406,3.89856799860894,1.59928383122612
"152",4.28312880166513,4.24958437451946,3.7315028002458,1.59928383122612
"153",4.31293512523333,4.25494519512585,3.77331366368477,1.59928383122612
"154",4.67779500565454,4.35860016173759,3.73987097360564,1.59928383122612
