"","cost_istarget","cost_looksliketarget","cost_nottarget","cost_iscompetitor","cost_notcompetitor","cost_lookslikecompetitor","alpha"
"1",3.97864278712438,4.8763670257302,0.885687660243803,3.4364681222269,4.87667925735107,3.23846508563305,3.92591764352243
"2",3.97576507443855,4.7963347887387,0.933809281580914,3.39487937292174,4.87667925735107,3.21592108406816,3.90195567062042
"3",3.9042703777626,4.66555098352688,0.875592636162538,3.46373713806945,4.98644796471855,3.21592108406816,3.90195567062042
"4",3.83105219518123,4.66555098352688,0.943760260088821,3.50601353147614,4.98644796471855,3.15075730547271,3.89453480830885
"5",3.83005457877932,4.66555098352688,0.903488512270364,3.43654449822203,4.98644796471855,3.18770737219104,3.7714216248713
"6",3.83005457877932,4.71844941354451,1.00203674498856,3.48129479823902,4.87899778653675,3.16320942418957,3.68285471180862
"7",3.79101131762328,4.94860069572501,0.968312104031981,3.48129479823902,4.90879173717713,3.16320942418957,3.70683340237747
"8",3.79101131762328,4.79311962694205,1.09118715176226,3.57505077176704,4.82574606844087,3.16320942418957,3.72887868873689
"9",3.78574711352357,4.82703933161783,1.1405909804906,3.59281069315378,4.73965975067414,3.10195505791771,3.70925345890664
"10",3.63927138682426,4.90053712033584,1.08622568878847,3.59281069315378,4.81522310127776,3.10195505791771,3.64542644784686
"11",3.72707490677798,4.87570734563332,1.10224228697255,3.64397884444489,4.89658285217835,3.12546642152645,3.60165801396933
"12",3.60059346100079,4.7807058548953,1.14698364564816,3.51183365965469,4.88593752594224,3.12546642152645,3.63068198927241
"13",3.47179938545756,4.75456907749645,1.09779241421748,3.43036179558329,4.90265218350499,3.04653262808301,3.61660735574207
"14",3.54826927531847,4.84725960177345,1.28493972944461,3.37033472746005,4.86156809274003,3.13228375649474,3.61660735574207
"15",3.56217439559495,4.81224484427852,1.22292723821502,3.32465740257625,4.81658841416227,3.15371384664513,3.53665686234677
"16",3.46303725926291,4.77669844715674,1.25564219606847,3.43925960211072,4.81658841416227,3.21624402337694,3.63016975017921
"17",3.51461051158632,4.7210543396489,1.26680286232755,3.43925960211072,4.9159949237428,3.27708374735723,3.70782805806062
"18",3.51461051158632,4.82610804752045,1.14615026543567,3.24234560805491,4.89658807685988,3.27708374735723,3.73650714815732
"19",3.44141107508942,4.82610804752045,1.19613547229151,3.29755698904894,4.82473645163116,3.21205791943921,3.73650714815732
"20",3.5019954770964,4.82610804752045,1.26188121287764,3.33650693696658,4.94381458040357,3.2753223659484,3.75745489170865
"21",3.57151796297962,4.7934933611764,1.31391242160974,3.33650693696658,4.78022715028824,3.29693464948247,3.69258877858118
"22",3.72340528067646,4.69635201490741,1.41851224501305,3.27589990275848,4.70402787641338,3.37397749258142,3.59998228279612
"23",3.71460430588628,4.66650595060111,1.5123582158413,3.46360034836405,4.77155359745773,3.37397749258142,3.74634539835985
"24",3.79646600971104,4.76341043369029,1.43354292903588,3.39366640680015,4.89685963763964,3.28740628495754,3.80587558104413
"25",3.78557587050712,4.74635593089108,1.46409321263234,3.48542714721383,4.89685963763964,3.29574687232922,3.72645487056969
"26",3.80434008546495,4.69998134083776,1.46409321263234,3.27531694401371,4.89685963763964,3.29674096613106,3.61275468794301
"27",3.72181048757078,4.74703157374179,1.39168396072104,3.13902495026059,4.82174065961617,3.27165820041949,3.7001396574828
"28",3.91919919755675,4.68193610894036,1.39777487659917,3.13902495026059,4.83934954175786,3.31379030921262,3.58236819485727
"29",3.91919919755675,4.63676387296668,1.41651418763331,3.13902495026059,4.89182852665808,3.40984406175753,3.8105263116242
"30",3.82260607863135,4.55502631448466,1.52257726407463,3.09601671204623,4.88583837770725,3.37615451249993,3.8105263116242
"31",3.82260607863135,4.57467577297396,1.37672955712416,3.15391514169824,4.97296298789391,3.33477930852491,3.8105263116242
